---- ma-dtg: proto/simple.proto ----
9 5 7 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 2 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 6 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 0 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 1 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 2 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 3 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 6 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 10 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
8 5 7 7 9 1 0 1 1 0 0 0 1 1 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 1 1
8 5 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 5 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 5 7 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
9 5 7 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
9 5 7 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
10 5 7 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 5 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 5 2 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 5 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 5 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 5 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 5 6 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 0 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 1 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 2 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 3 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 6 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 10 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 5 7 7 5 1 0 1 1 0 0 0 1 1 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1
8 5 7 7 0 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 7 7 1 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 7 7 3 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 7 7 6 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 7 7 7 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 7 7 10 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 7 1 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 7 2 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
9 5 7 5 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
9 5 7 6 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
10 5 7 10 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 1 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 2 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 3 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 4 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 5 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 6 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 0 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 1 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 3 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 6 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 9 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 10 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 7 1 9 1 0 1 1 0 0 0 1 1 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1
8 5 7 0 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
9 5 7 8 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 1 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 2 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 3 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 4 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 5 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 6 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 0 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 1 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 2 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
8 2 7 1 9 1 0 1 1 0 0 1 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1
8 2 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 2 7 1 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 7 0 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
9 2 7 8 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 1 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 2 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 3 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 4 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 5 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 6 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 2 7 1 9 1 0 1 1 0 0 1 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 1 1
7 2 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 1
7 2 7 1 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 2 7 0 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
8 2 7 8 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 2 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 2 1 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 2 2 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 2 3 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 2 4 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 2 5 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 2 6 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
8 2 7 1 9 1 0 1 1 0 0 1 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 1 1
8 2 7 1 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 2 7 0 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
9 2 7 8 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 2 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 2 1 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 2 2 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 2 3 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 2 4 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 2 5 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 2 6 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 2 7 1 5 1 0 1 1 0 0 1 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1
8 2 7 1 0 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 7 1 1 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 7 1 3 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 7 1 6 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 7 1 7 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 7 1 10 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 7 0 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
9 2 7 8 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 7 1 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 1 1 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 2 1 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 3 1 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 4 1 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 5 1 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 6 1 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 7 1 9 1 0 1 1 0 0 1 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1
8 2 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 1
8 2 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 0 1
8 2 7 0 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
9 2 7 8 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 1 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 2 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 3 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 4 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 5 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 6 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 1 1 9 1 0 1 1 0 0 1 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1
8 2 1 0 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
9 2 1 8 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 1 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 0 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 8 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 9 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 2 1 9 1 0 1 1 0 0 1 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1
8 2 2 0 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 2 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
9 2 2 8 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 3 1 9 1 0 1 1 0 0 1 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1
8 2 3 0 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
9 2 3 8 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 3 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 4 1 9 1 0 1 1 0 0 1 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1
8 2 4 0 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
9 2 4 8 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 4 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 10 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 5 1 9 1 0 1 1 0 0 1 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1
8 2 5 0 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
9 2 5 8 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 5 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 6 1 9 1 0 1 1 0 0 1 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1
8 2 6 0 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 2 6 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
9 2 6 8 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 2 7 1 9 1 0 1 1 0 0 1 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 2 7 1 9 1 0 1 1 0 0 1 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 1 1
7 2 7 1 5 1 0 1 1 0 0 1 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 1 1
7 2 7 0 9 1 0 1 1 0 0 1 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 1 1
