---- ma-ff: ../data/simple/pfile.proto ----
12 5 7 7 9 1 0 1 1 0 0 0 1 1 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 1 1 1 0 1 1 1 1
10 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
11 5 7 7 9 1 0 1 1 0 0 0 1 1 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 1 1 1 0 1 1 1 1
10 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
10 5 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 5 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 5 7 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 5 7 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 5 7 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 5 7 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 5 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 5 2 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 5 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 5 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 5 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 5 6 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
9 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
9 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
10 5 7 7 9 1 0 1 1 0 0 0 1 1 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 1 1 1 0 1 1 1 1
9 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
8 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
9 5 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
9 5 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
9 5 7 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
9 5 7 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
9 5 7 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
9 5 7 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
9 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
9 5 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
9 5 2 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
9 5 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
9 5 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
9 5 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
9 5 6 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
9 0 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 1 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
9 2 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 3 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 6 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 10 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
10 5 7 7 9 1 0 1 1 0 0 0 1 1 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 1 0 1 0 1 1 1 1
9 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 1
8 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
9 5 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
9 5 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
9 5 7 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
9 5 7 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
9 5 7 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
9 5 7 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
9 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
9 5 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
9 5 2 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
9 5 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
9 5 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
9 5 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
9 5 6 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
9 0 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
10 1 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
9 2 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
10 3 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
10 6 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
10 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
10 10 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1
10 5 7 7 9 1 0 1 1 0 0 0 1 1 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 1 1 0 0 1 1 1 1
8 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
9 5 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
9 5 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
9 5 7 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
9 5 7 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
9 5 7 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
9 5 7 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
9 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
9 5 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
9 5 2 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
9 5 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
9 5 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
9 5 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
9 5 6 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
9 0 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
10 1 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
9 2 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
10 3 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
10 6 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
10 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
10 10 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1
9 5 7 7 9 1 0 1 1 0 0 0 1 1 2 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1
7 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
8 5 7 7 9 1 0 1 1 0 0 0 1 1 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1
7 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
7 5 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 2 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 6 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 0 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 1 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 2 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 3 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 6 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 10 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
8 5 7 7 9 1 0 1 1 0 0 0 1 1 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 1 1
7 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 1
7 5 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 7 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 7 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 7 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 7 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 2 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 6 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 0 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
8 1 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
7 2 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
8 3 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
8 6 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
8 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
8 10 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1
8 5 7 7 9 1 0 1 1 0 0 0 1 1 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 1 1
7 5 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
7 5 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
7 5 7 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
7 5 7 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
7 5 7 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
7 5 7 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
7 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
7 5 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
7 5 2 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
7 5 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
7 5 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
7 5 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
7 5 6 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
7 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
7 0 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 1 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
7 2 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 3 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 6 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 10 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1
8 5 7 7 5 1 0 1 1 0 0 0 1 1 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1
7 5 7 7 0 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 7 1 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 7 3 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 7 6 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 7 7 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 7 10 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 1 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 2 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 5 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 6 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 10 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 1 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 2 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 3 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 4 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 5 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 6 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
7 5 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1
